student_id,name,gender,branch,semester,career_goal,primary_interest,learning_style,family_income,part_time_job,cgpa,prev_semester_cgpa,attendance_percent,study_hours_per_day,sleep_hours_per_day,stress_level,library_visits_per_week,backlogs,internships_completed,projects_completed,certifications,hackathons_participated,extracurricular_activities,performance_label,recommended_courses,programming_score,math_score,circuits_score,mechanics_score,design_score,communication_score,critical_thinking_score
ENG20230087,Harsh Sinha,Male,Civil,7,Structural Engineer,Smart Cities,Kinesthetic,< 3 LPA,1,4.0,4.08,76,1.7,7.8,5,1,1,0,2,2,1,0,At Risk,BIM|Environmental Engineering|Construction Management|Python Programming for Engineers|Advanced Engineering Mathematics|Technical Communication & Presentation Skills,26,32,18,61,38,31,42
ENG20240088,Raj Subramanian,Male,Information Technology,8,DevOps Engineer,Security,Auditory,> 20 LPA,0,7.77,7.62,93,7.8,6.5,3,4,0,0,2,5,0,0,Good,DevOps|Software Engineering|Microservices Architecture|Cloud Computing|Research Methodology & Technical Writing|Industrial Internship & Project Management,64,58,39,30,45,66,74
ENG20220089,Suraj Mishra,Male,Electrical,5,Smart Grid Engineer,Power Electronics,Auditory,6–10 LPA,0,6.67,6.99,75,5.3,6.5,3,1,0,2,1,1,0,2,Average,Power Electronics|Electric Machines|Control Systems|Advanced Engineering Mathematics,46,40,70,33,29,54,48
ENG20210090,Shreya Verma,Female,Information Technology,2,Product Manager,Mobile Apps,Visual,6–10 LPA,0,4.68,4.78,52,1.9,7.4,1,1,2,1,0,1,2,0,Below Average,API Design|Software Engineering|DevOps|Technical Communication & Presentation Skills|Academic Skill Development Workshop,48,51,10,16,46,39,49
ENG20210091,Rishabh Nair,Male,Biomedical,3,Bioinformatics Scientist,Wearable Tech,Auditory,3–6 LPA,0,4.35,4.83,61,2.5,7.3,3,2,3,3,3,0,0,1,At Risk,Bioinformatics|Biomechanics|Medical Imaging|Clinical Data Analysis|Drug Discovery ML|Python Programming for Engineers,22,45,40,32,33,51,42
ENG20230092,Gaurav Mehta,Male,Electronics & Communication,7,VLSI Engineer,Signal Processing,Visual,10–20 LPA,1,7.31,7.73,90,7.6,5.4,2,1,0,0,1,1,1,0,Good,5G Technology|IoT Systems|RF Engineering|VLSI Design|Digital Signal Processing|Embedded Systems,53,56,66,33,60,55,42
ENG20220093,Nisha Reddy,Female,Electronics & Communication,5,VLSI Engineer,IoT,Auditory,3–6 LPA,0,5.99,6.03,79,3.3,5.8,3,5,0,0,1,1,0,2,Average,Optical Communications|IoT Systems|VLSI Design|Digital Signal Processing|Embedded Systems|Python Programming for Engineers,44,45,75,35,31,58,56
ENG20210094,Sakshi Joshi,Female,Mechanical,3,Manufacturing Engineer,Aerospace,Auditory,10–20 LPA,1,4.87,4.68,77,3.7,8.2,5,2,0,3,0,2,0,1,Below Average,Finite Element Analysis|Manufacturing Processes|Product Design|Python Programming for Engineers|Technical Communication & Presentation Skills|Critical Thinking & Problem Solving,22,55,16,52,32,37,42
ENG20210095,Tanya Das,Female,Computer Science,3,ML Engineer,Gaming Tech,Reading/Writing,< 3 LPA,0,6.55,6.67,98,6.1,8.3,4,3,2,1,0,0,2,2,Average,Machine Learning|Database Management|Cybersecurity|Deep Learning|Feature Engineering,68,65,45,30,46,54,59
ENG20230096,Shruti Ghosh,Female,Chemical,6,Petroleum Engineer,Green Chemistry,Kinesthetic,3–6 LPA,0,6.65,7.08,98,3.5,7.4,4,3,0,0,1,0,1,0,Average,Mass Transfer|Petroleum Refining|Reaction Engineering|Python Programming for Engineers|Industrial Internship & Project Management,31,63,38,56,42,53,46
ENG20240097,Tanvi Chakraborty,Female,Civil,8,BIM Manager,Sustainability,Kinesthetic,10–20 LPA,1,4.59,4.92,74,2.5,8.7,3,3,1,3,2,3,2,2,Below Average,Transportation Engineering|Geotechnical Engineering|Environmental Engineering|Python Programming for Engineers|Advanced Engineering Mathematics|Critical Thinking & Problem Solving,41,35,8,45,47,48,31
ENG20220098,Nikhil Krishnan,Other,Mechanical,4,Design Engineer,Robotics,Reading/Writing,6–10 LPA,0,6.39,6.24,83,3.7,8.6,4,2,0,1,1,3,0,3,Average,CAD/CAM|Product Design|Manufacturing Processes|Python Programming for Engineers,35,60,27,71,48,48,59
ENG20240099,Kavya Kaur,Female,Mechanical,8,CFD Engineer,3D Printing,Auditory,6–10 LPA,0,5.51,5.75,82,4.8,8.5,4,1,2,0,2,0,2,1,Below Average,Thermodynamics|Finite Element Analysis|CAD/CAM|Python Programming for Engineers|Academic Skill Development Workshop|Industrial Internship & Project Management,15,57,22,60,51,53,49
ENG20220100,Mohit Saxena,Male,Data Science,4,Data Scientist,Healthcare Analytics,Visual,> 20 LPA,0,5.72,5.55,84,5.4,6.2,5,1,2,0,1,0,0,0,Below Average,Time Series Analysis|Big Data Analytics|Deep Learning|Statistical Learning|Data Visualization|Technical Communication & Presentation Skills,47,59,19,25,37,40,54
ENG20210101,Rohan Mishra,Male,Aerospace,2,Systems Engineer,Spacecraft Design,Visual,< 3 LPA,0,7.14,7.03,98,7.4,6.7,4,4,0,1,4,1,1,0,Good,Aerodynamics|Avionics|Flight Mechanics|Python Programming for Engineers|Technical Communication & Presentation Skills,43,64,52,53,65,43,65
ENG20210102,Harini Yadav,Female,Electronics & Communication,3,VLSI Engineer,Signal Processing,Auditory,6–10 LPA,0,7.03,6.97,74,8.9,6.5,5,3,0,0,2,1,1,0,Average,5G Technology|IoT Systems|VLSI Design|Digital Signal Processing|Embedded Systems,45,62,65,33,52,59,60
ENG20230103,Rohit Pandey,Male,Chemical,7,Quality Engineer,Petroleum,Auditory,< 3 LPA,0,5.4,5.88,56,5.8,9.6,4,1,1,0,2,0,0,0,Below Average,Green Chemistry|Petroleum Refining|Reaction Engineering|Python Programming for Engineers|Academic Skill Development Workshop|Industrial Internship & Project Management,36,57,31,49,40,65,51
ENG20240104,Gaurav Kumar,Male,Information Technology,8,Cybersecurity Analyst,Web Dev,Kinesthetic,6–10 LPA,0,9.3,9.12,81,7.2,7.4,1,0,0,0,1,0,0,2,Good,Network Security|API Design|Mobile App Development|Research Methodology & Technical Writing|Industrial Internship & Project Management,86,59,37,41,71,62,78
ENG20230105,Ankit Tiwari,Male,Biomedical,6,Neural Engineer,Neural Engineering,Visual,3–6 LPA,0,6.64,7.22,98,4.5,6.5,3,3,0,1,2,0,0,1,Average,Bioinformatics|Clinical Data Analysis|Drug Discovery ML|Python Programming for Engineers|Technical Communication & Presentation Skills|Industrial Internship & Project Management,44,74,53,36,49,37,60
ENG20210106,Sandhya Khanna,Female,Computer Science,3,ML Engineer,Web Development,Visual,3–6 LPA,0,6.83,7.0,81,5.5,5.3,2,2,0,2,0,0,0,3,Average,Data Structures & Algorithms|Machine Learning|Computer Networks|Deep Learning|Feature Engineering,58,62,30,17,53,58,56
ENG20200107,Akanksha Mehta,Female,Electronics & Communication,1,Signal Processing Engineer,VLSI Design,Reading/Writing,3–6 LPA,0,7.18,7.18,75,8.2,7.2,3,2,0,0,0,1,2,0,Average,Digital Signal Processing|VLSI Design|Embedded Systems,60,77,84,44,47,58,68
ENG20220108,Piyush Ahuja,Male,Civil,5,Geotechnical Engineer,Urban Planning,Kinesthetic,3–6 LPA,0,6.7,6.67,84,6.6,9.1,2,4,0,3,1,4,0,0,Good,Construction Management|BIM|Environmental Engineering,50,60,20,70,51,61,48
ENG20230109,Payal Jain,Female,Mechanical,6,Manufacturing Engineer,Aerospace,Kinesthetic,3–6 LPA,0,7.01,7.09,94,8.4,6.3,4,0,0,3,2,1,0,1,Good,Fluid Mechanics|Thermodynamics|CAD/CAM|Python Programming for Engineers|Research Methodology & Technical Writing|Industrial Internship & Project Management,43,61,38,93,57,50,52
ENG20220110,Ishita Chaudhary,Female,Biomedical,4,Research Scientist,Wearable Tech,Visual,6–10 LPA,0,5.27,5.33,72,3.5,6.5,3,1,0,0,0,3,0,1,Below Average,Biomedical Instrumentation|Bioinformatics|Drug Discovery ML|Python Programming for Engineers|Technical Communication & Presentation Skills|Academic Skill Development Workshop,39,62,42,32,51,36,62
ENG20230111,Nishant Rajan,Male,Electrical,6,Control Systems Engineer,EV Technology,Visual,6–10 LPA,0,7.23,7.02,88,9.1,6.6,2,2,2,0,0,0,0,3,Average,Smart Grid Technology|Control Systems|EV Engineering|Research Methodology & Technical Writing|Industrial Internship & Project Management,53,58,78,52,59,52,62
ENG20200112,Dhruv Mishra,Male,Electrical,1,Power Engineer,EV Technology,Auditory,6–10 LPA,1,5.01,5.01,77,7.4,4.0,5,4,2,1,2,1,2,0,Below Average,EV Engineering|Power Electronics|Power Systems|Renewable Energy Systems|Smart Grid Technology|Python Programming for Engineers,32,53,58,26,27,45,41
ENG20220113,Harini Chakraborty,Female,Mechanical,5,CFD Engineer,Automotive,Auditory,< 3 LPA,1,5.18,5.03,92,4.0,7.7,3,2,1,2,0,1,0,0,Below Average,Thermodynamics|Robotics & Automation|Finite Element Analysis|Python Programming for Engineers|Academic Skill Development Workshop,17,45,21,51,39,48,46
ENG20230114,Nishant Kumar,Male,Information Technology,7,Product Manager,Mobile Apps,Visual,3–6 LPA,0,5.22,5.25,70,4.1,7.4,3,0,2,2,2,1,2,0,Below Average,Mobile App Development|DevOps|Software Engineering|Advanced Engineering Mathematics|Critical Thinking & Problem Solving|Academic Skill Development Workshop,47,37,29,17,49,47,41
ENG20220115,Jatin Das,Male,Computer Science,4,ML Engineer,Cybersecurity,Visual,3–6 LPA,0,7.83,8.1,100,7.5,6.3,3,2,1,2,1,4,1,2,Good,Cybersecurity|Cloud Computing|Computer Networks|Machine Learning|Deep Learning|Feature Engineering,83,64,45,24,65,51,62
ENG20220116,Rohit Sharma,Male,Computer Science,4,ML Engineer,Gaming Tech,Reading/Writing,< 3 LPA,1,5.95,5.57,65,7.1,7.5,4,4,0,0,2,1,0,3,Average,Machine Learning|Cloud Computing|Data Structures & Algorithms|Deep Learning|Feature Engineering|Academic Skill Development Workshop,62,48,24,34,34,47,72
ENG20210117,Aman Khanna,Male,Mechanical,2,Manufacturing Engineer,3D Printing,Reading/Writing,10–20 LPA,0,5.94,5.85,74,6.1,7.8,5,2,1,0,2,0,2,0,Below Average,CAD/CAM|Thermodynamics|Fluid Mechanics|Python Programming for Engineers|Technical Communication & Presentation Skills|Academic Skill Development Workshop,30,53,31,62,47,22,63
ENG20230118,Deepa Malhotra,Female,Computer Science,7,DevOps Engineer,AI/ML,Visual,3–6 LPA,0,7.09,7.43,100,6.8,6.9,3,1,1,0,0,5,0,1,Average,Operating Systems|Machine Learning|Computer Networks|Cloud Computing|DevOps|Microservices Architecture,78,61,28,18,69,43,53
ENG20220119,Deepak Bhat,Male,Electrical,5,Smart Grid Engineer,Renewable Energy,Visual,3–6 LPA,0,6.78,6.83,76,5.8,8.0,3,2,0,1,1,0,0,2,Average,Renewable Energy Systems|EV Engineering|Smart Grid Technology|Critical Thinking & Problem Solving,52,62,64,42,52,46,41
ENG20240120,Deepak Bhat,Male,Information Technology,8,Cybersecurity Analyst,Web Dev,Reading/Writing,< 3 LPA,0,6.45,6.4,66,6.8,4.6,5,3,0,0,2,1,1,1,Average,Microservices Architecture|DevOps|Web Technologies|Industrial Internship & Project Management,69,60,27,20,53,53,59
ENG20230121,Simran Joshi,Female,Mechanical,6,CFD Engineer,3D Printing,Visual,10–20 LPA,0,7.43,7.35,78,6.2,5.9,3,0,0,0,1,1,0,2,Average,Fluid Mechanics|Finite Element Analysis|Manufacturing Processes|Python Programming for Engineers|Research Methodology & Technical Writing|Industrial Internship & Project Management,31,55,36,71,74,57,51
ENG20200122,Shubham Kapoor,Male,Civil,1,BIM Manager,Urban Planning,Visual,6–10 LPA,0,6.43,6.43,80,7.8,8.3,3,1,0,2,3,1,0,0,Average,Geotechnical Engineering|Smart Infrastructure|Structural Analysis|Python Programming for Engineers,21,65,40,45,71,64,54
ENG20220123,Deepak Rajan,Male,Civil,5,Structural Engineer,Sustainability,Visual,6–10 LPA,0,5.88,6.05,80,4.4,6.2,5,4,0,2,2,1,1,1,Average,Environmental Engineering|Geotechnical Engineering|Structural Analysis|Python Programming for Engineers|Academic Skill Development Workshop,31,54,33,54,66,64,51
ENG20210124,Deepak Joshi,Male,Electronics & Communication,3,RF Engineer,Robotics,Kinesthetic,10–20 LPA,0,6.1,5.48,84,2.7,6.1,2,5,1,0,0,1,0,0,Below Average,Optical Communications|Embedded Systems|IoT Systems|Critical Thinking & Problem Solving,72,46,59,19,48,48,35
ENG20220125,Krishna Chakraborty,Male,Electrical,4,EV Engineer,EV Technology,Visual,< 3 LPA,0,5.19,5.34,82,1.2,6.9,2,3,0,1,1,1,0,0,Below Average,Power Systems|Smart Grid Technology|Power Electronics|Python Programming for Engineers|Technical Communication & Presentation Skills|Critical Thinking & Problem Solving,30,58,58,22,27,34,40
ENG20210126,Avani Kumar,Female,Computer Science,2,Full Stack Developer,Cybersecurity,Visual,> 20 LPA,0,6.89,6.94,79,4.3,6.9,2,4,0,0,2,1,1,2,Average,Data Structures & Algorithms|Machine Learning|Operating Systems|Web Technologies|API Design|Mobile App Development,68,56,30,20,46,31,65
ENG20240127,Hemant Agarwal,Male,Chemical,8,Quality Engineer,Process Control,Visual,> 20 LPA,0,5.14,5.16,60,5.5,5.7,4,1,1,1,0,1,0,0,Below Average,Reaction Engineering|Environmental Engineering|Green Chemistry|Python Programming for Engineers|Technical Communication & Presentation Skills|Academic Skill Development Workshop,35,50,27,30,51,39,59
ENG20200128,Zubin Pandey,Male,Civil,1,BIM Manager,Urban Planning,Visual,> 20 LPA,0,4.72,4.72,54,2.4,6.8,4,2,0,0,2,1,0,1,Below Average,Environmental Engineering|BIM|Transportation Engineering|Python Programming for Engineers|Critical Thinking & Problem Solving|Academic Skill Development Workshop,17,50,18,53,62,52,35
ENG20230129,Rohit Chakraborty,Male,Computer Science,7,Full Stack Developer,Web Development,Visual,6–10 LPA,0,5.57,5.59,80,4.0,6.4,4,1,2,1,1,3,0,0,Below Average,Cybersecurity|Operating Systems|Data Structures & Algorithms|Web Technologies|API Design|Mobile App Development,54,41,39,19,55,45,52
ENG20230130,Dhruv Roy,Male,Electrical,7,EV Engineer,Smart Grid,Auditory,3–6 LPA,0,4.92,5.41,69,3.7,9.1,2,1,2,3,2,4,0,2,Below Average,Power Systems|Power Electronics|Renewable Energy Systems|Python Programming for Engineers|Technical Communication & Presentation Skills|Academic Skill Development Workshop,40,56,54,32,32,42,47
ENG20210131,Nikhil Kapoor,Male,Information Technology,3,Cybersecurity Analyst,DevOps,Visual,6–10 LPA,0,7.34,7.22,84,6.5,6.1,4,4,0,2,1,2,0,1,Good,DevOps|Web Technologies|API Design,88,50,29,32,60,62,60
ENG20230132,Piyush Mehta,Male,Chemical,6,Environmental Engineer,Biotechnology,Reading/Writing,< 3 LPA,0,4.0,4.0,88,3.1,7.8,4,3,5,1,1,3,3,0,At Risk,Polymer Engineering|Process Control|Mass Transfer|Python Programming for Engineers|Technical Communication & Presentation Skills|Academic Skill Development Workshop,26,62,11,42,13,41,60
ENG20220133,Mohit Mukherjee,Male,Electrical,5,Control Systems Engineer,EV Technology,Reading/Writing,3–6 LPA,0,6.19,6.15,65,6.2,5.6,1,3,0,2,0,5,1,3,Average,Electric Machines|Smart Grid Technology|Control Systems|Python Programming for Engineers|Technical Communication & Presentation Skills,42,65,53,38,36,37,54
ENG20220134,Payal Tiwari,Female,Mechanical,5,Robotics Engineer,Aerospace,Reading/Writing,3–6 LPA,0,5.43,5.65,92,6.6,5.5,2,7,2,1,3,1,0,0,Average,Finite Element Analysis|Fluid Mechanics|CAD/CAM|Robotics & Automation|Python Programming for Engineers|Technical Communication & Presentation Skills,19,56,32,67,47,41,55
ENG20210135,Yash Chakraborty,Male,Information Technology,2,DevOps Engineer,Web Dev,Reading/Writing,10–20 LPA,0,6.7,6.89,73,4.9,5.9,3,4,0,2,2,2,0,1,Average,Web Technologies|DevOps|API Design|Cloud Computing|Microservices Architecture,67,47,36,17,47,58,60
ENG20240136,Dev Agarwal,Male,Electronics & Communication,8,Embedded Engineer,5G Networks,Kinesthetic,> 20 LPA,0,5.9,6.03,80,2.6,6.1,2,3,0,1,3,1,1,3,Average,IoT Systems|Embedded Systems|5G Technology|Advanced Engineering Mathematics|Technical Communication & Presentation Skills|Critical Thinking & Problem Solving,59,41,53,44,37,32,42
ENG20200137,Ankita Rajan,Female,Aerospace,1,Systems Engineer,Aerodynamics,Kinesthetic,6–10 LPA,0,7.55,7.55,100,5.7,6.4,3,3,1,1,2,0,0,2,Average,Spacecraft Design|Computational Fluid Dynamics|Aerodynamics,54,63,54,85,54,64,65
ENG20230138,Nandini Saxena,Female,Civil,7,Project Manager,Urban Planning,Kinesthetic,6–10 LPA,1,6.87,7.26,62,8.3,5.6,4,1,0,0,0,0,0,1,Average,Transportation Engineering|Environmental Engineering|Smart Infrastructure|Industrial Internship & Project Management,45,66,28,68,54,52,57
ENG20220139,Nishant Singh,Male,Mechanical,5,Manufacturing Engineer,Aerospace,Kinesthetic,3–6 LPA,0,5.73,5.92,78,3.1,6.6,2,1,0,1,1,3,1,1,Average,Thermodynamics|CAD/CAM|Product Design|Python Programming for Engineers|Technical Communication & Presentation Skills|Academic Skill Development Workshop,32,47,31,79,39,43,45
ENG20220140,Sahil Patel,Male,Information Technology,4,API Engineer,Web Dev,Visual,6–10 LPA,0,7.74,7.43,87,8.8,5.3,4,2,0,0,2,2,2,3,Good,Microservices Architecture|Web Technologies|Mobile App Development,80,64,24,27,67,59,59
ENG20200141,Akash Bhat,Male,Mechanical,1,Robotics Engineer,3D Printing,Auditory,3–6 LPA,0,6.91,6.91,67,10.8,4.0,4,0,1,0,0,0,3,0,Average,Robotics & Automation|Finite Element Analysis|Fluid Mechanics|CAD/CAM|Python Programming for Engineers,42,52,40,76,66,69,63
ENG20230142,Siddharth Shah,Male,Aerospace,6,Mission Analyst,Spacecraft Design,Auditory,3–6 LPA,0,6.7,6.93,77,8.1,7.7,2,0,2,1,1,2,0,0,Average,Spacecraft Design|Computational Fluid Dynamics|Flight Mechanics|Industrial Internship & Project Management,49,64,55,67,47,73,64
ENG20200143,Amit Naik,Male,Information Technology,1,Product Manager,Cloud Computing,Visual,6–10 LPA,0,4.78,4.78,64,4.6,7.2,4,3,3,1,2,1,1,0,At Risk,API Design|Web Technologies|Network Security|Advanced Engineering Mathematics|Technical Communication & Presentation Skills|Critical Thinking & Problem Solving,45,44,18,17,50,38,41
ENG20210144,Shruti Menon,Female,Electronics & Communication,2,VLSI Engineer,5G Networks,Visual,6–10 LPA,0,7.92,7.78,86,9.8,6.5,1,6,1,1,2,0,0,1,Good,Optical Communications|VLSI Design|5G Technology|Digital Signal Processing|Embedded Systems,64,65,66,36,65,56,58
ENG20230145,Dev Roy,Male,Civil,6,Project Manager,Structural Design,Reading/Writing,10–20 LPA,0,4.44,4.5,68,7.0,6.5,4,3,4,0,2,1,0,2,At Risk,Transportation Engineering|Structural Analysis|Smart Infrastructure|Python Programming for Engineers|Technical Communication & Presentation Skills|Critical Thinking & Problem Solving,12,61,20,54,68,39,41
ENG20220146,Aman Chaudhary,Male,Chemical,4,Quality Engineer,Process Control,Kinesthetic,3–6 LPA,0,7.19,7.06,80,8.0,7.6,2,3,1,2,2,0,0,0,Average,Environmental Engineering|Mass Transfer|Petroleum Refining|Technical Communication & Presentation Skills,51,57,45,63,38,44,59
ENG20210147,Amit Shah,Male,Computer Science,3,DevOps Engineer,Cybersecurity,Visual,10–20 LPA,0,6.78,6.74,73,5.7,6.9,1,2,0,2,1,3,0,3,Good,Data Structures & Algorithms|Computer Networks|Database Management|Cloud Computing|DevOps|Microservices Architecture,77,55,35,31,48,52,54
ENG20200148,Vikram Subramanian,Male,Information Technology,1,API Engineer,Web Dev,Visual,6–10 LPA,0,5.84,5.84,97,5.7,8.3,4,2,2,1,0,0,0,3,Below Average,API Design|Software Engineering|DevOps|Academic Skill Development Workshop,53,59,19,20,64,57,48
ENG20240149,Namrata Saxena,Female,Biomedical,8,Clinical Data Analyst,Wearable Tech,Auditory,6–10 LPA,0,6.36,6.36,92,3.7,8.1,3,5,0,0,1,2,1,2,Average,Drug Discovery ML|Bioinformatics|Biomechanics|Industrial Internship & Project Management,45,57,43,32,35,48,63
ENG20200150,Amit Sinha,Male,Computer Science,1,AI Researcher,Cybersecurity,Visual,6–10 LPA,0,5.3,5.3,71,1.1,6.7,2,6,0,1,2,0,0,0,Below Average,Cloud Computing|Database Management|Computer Networks|Machine Learning|NLP|Deep Learning,54,36,23,17,48,25,50
ENG20200151,Lavanya Mehta,Female,Aerospace,1,Aerospace Engineer,Spacecraft Design,Kinesthetic,> 20 LPA,0,6.49,6.49,91,3.5,6.9,2,3,0,1,2,1,0,2,Average,Aerodynamics|Computational Fluid Dynamics|Spacecraft Design|Propulsion Systems|Technical Communication & Presentation Skills,51,60,49,65,58,39,49
ENG20210152,Aparna Kaur,Female,Computer Science,2,Software Engineer,AI/ML,Kinesthetic,3–6 LPA,0,5.96,6.06,72,5.6,8.0,2,0,3,0,0,0,2,0,Below Average,Machine Learning|Operating Systems|Computer Networks|Academic Skill Development Workshop,68,50,27,27,35,47,57
ENG20210153,Pranav Agarwal,Male,Civil,3,Project Manager,Construction Tech,Visual,10–20 LPA,0,6.56,6.27,68,6.8,6.2,2,3,0,1,3,0,0,3,Average,BIM|Geotechnical Engineering|Structural Analysis|Python Programming for Engineers,21,67,26,52,83,57,52
ENG20210154,Tanmay Mishra,Male,Electronics & Communication,3,Embedded Engineer,Signal Processing,Reading/Writing,< 3 LPA,0,4.85,5.23,72,4.8,7.3,1,2,4,2,1,2,1,1,Below Average,IoT Systems|VLSI Design|RF Engineering|Python Programming for Engineers|Advanced Engineering Mathematics|Technical Communication & Presentation Skills,41,38,58,23,47,32,50
